k.dt	k.feed_id	k.tag_id	k.wb_mid	k.c	k.cost_price	k.short_url	k.mid_url	rank2
20191202	4131873213384828	102	4445084432763843	85	1.2282	http://weibo.com/2029045054/IiUQPbB07	http://weibo.com/6016642208/Fdnapecy0	67
20191202	4131873213384828	102	4444973757789181	85	1.2634	http://weibo.com/1900552512/IiRYjwGjX	http://weibo.com/6016642208/Fdnapecy0	68
20191202	4131873213384828	108	4445114871014099	84	1.1947	http://weibo.com/7272076443/IiVDV4fOr	http://weibo.com/6016642208/Fdnapecy0	69
20191202	4131873213384828	112	4445011724687786	84	1.2466	http://weibo.com/7272076443/IiSXyjFvs	http://weibo.com/6016642208/Fdnapecy0	70
20191202	4131873213384828	102	4445041445051687	84	1.3351	http://weibo.com/2929571482/IiTJulcaP	http://weibo.com/6016642208/Fdnapecy0	71
20191202	4131873213384828	117	4445011724687786	83	1.2081	http://weibo.com/7272076443/IiSXyjFvs	http://weibo.com/6016642208/Fdnapecy0	72
20191202	4131873213384828	102	4445074483850786	81	1.2439	http://weibo.com/2110705772/IiUAMg9Ls	http://weibo.com/6016642208/Fdnapecy0	73
20191202	4131873213384828	102	4445057366698822	80	1.1624	http://weibo.com/3175594150/IiU9as6Fw	http://weibo.com/6016642208/Fdnapecy0	74
20191202	4131873213384828	102	4444772896697972	80	1.1948	http://weibo.com/1955563285/IiMKls6rO	http://weibo.com/6016642208/Fdnapecy0	75
20191202	4131873213384828	102	4444719705051782	79	1.2153	http://weibo.com/5940514973/IiLmylccm	http://weibo.com/6016642208/Fdnapecy0	76
20191202	4131873213384828	101	4444680433366976	78	1.1066	http://weibo.com/5756404150/IiKlde7U4	http://weibo.com/6016642208/Fdnapecy0	77
20191202	4131873213384828	102	4445048605187902	76	1.1091	http://weibo.com/7157921721/IiTV2lLBQ	http://weibo.com/6016642208/Fdnapecy0	78
20191202	4131873213384828	102	4445016594684166	76	1.1399	http://weibo.com/3226110051/IiT5pjEz4	http://weibo.com/6016642208/Fdnapecy0	79
20191202	4131873213384828	125	4445030389183061	74	1.0969	http://weibo.com/7009444275/IiTrECwVT	http://weibo.com/6016642208/Fdnapecy0	80
20191202	4131873213384828	102	4444700411277044	73	1.0723	http://weibo.com/5994003317/IiKRr5mdu	http://weibo.com/6016642208/Fdnapecy0	81
20191202	4131873213384828	112	4445051113052974	72	1.1007	http://weibo.com/1642088277/IiTZ5cOdw	http://weibo.com/6016642208/Fdnapecy0	82
20191202	4131873213384828	102	4445048546322437	72	1.0795	http://weibo.com/5611783716/IiTUWqwKN	http://weibo.com/6016642208/Fdnapecy0	83
20191202	4131873213384828	102	4445071241508145	71	1.1169	http://weibo.com/2482557597/IiUvy6kkV	http://weibo.com/6016642208/Fdnapecy0	84
20191202	4131873213384828	125	4444976333673843	70	0.9971	http://weibo.com/5019884474/IiS2tfpJx	http://weibo.com/6016642208/Fdnapecy0	85
20191202	4131873213384828	102	4445031928278239	70	1.004	http://weibo.com/2806253157/IiTu8yJxZ	http://weibo.com/6016642208/Fdnapecy0	86
20191202	4131873213384828	102	4444739862144513	70	1.0532	http://weibo.com/5758385229/IiLT48ZSV	http://weibo.com/6016642208/Fdnapecy0	87
20191202	4131873213384828	124	4443043958390875	69	1.0826	http://weibo.com/5886264332/Ii3LJzcQH	http://weibo.com/6016642208/Fdnapecy0	88
20191202	4131873213384828	119	4445013658561070	69	0.9921	http://weibo.com/5231132136/IiT0FzV7M	http://weibo.com/6016642208/Fdnapecy0	89
20191202	4131873213384828	102	4444985614685061	69	0.9696	http://weibo.com/1919955290/IiShrjENv	http://weibo.com/6016642208/Fdnapecy0	90
20191202	4131873213384828	102	4445000777083499	69	1.035	http://weibo.com/2971804112/IiSFTtIJZ	http://weibo.com/6016642208/Fdnapecy0	91
20191202	4131873213384828	102	4445020071764030	69	0.9838	http://weibo.com/6322960257/IiTb17oU6	http://weibo.com/6016642208/Fdnapecy0	92
20191202	4131873213384828	102	4445038937287106	68	1.0073	http://weibo.com/3182423937/IiTFruzHY	http://weibo.com/6016642208/Fdnapecy0	93
20191202	4131873213384828	112	4439293949251661	67	1.0096	http://weibo.com/5708903767/IgudkCOMl	http://weibo.com/6016642208/Fdnapecy0	94
20191202	4131873213384828	115	4445030389183061	67	1.0394	http://weibo.com/7009444275/IiTrECwVT	http://weibo.com/6016642208/Fdnapecy0	95
20191202	4131873213384828	112	4443092259926330	67	0.988	http://weibo.com/6907244758/Ii51DFEi6	http://weibo.com/6016642208/Fdnapecy0	96
20191202	4131873213384828	102	4444692709732006	67	0.9958	http://weibo.com/5044281310/IiKF0EPJQ	http://weibo.com/6016642208/Fdnapecy0	97
20191202	4131873213384828	112	4445076643720400	66	0.9573	http://weibo.com/5255814135/IiUEgfBQs	http://weibo.com/6016642208/Fdnapecy0	98
20191202	4131873213384828	102	4444800285984689	66	1.0017	http://weibo.com/5756404150/IiNswp6Tf	http://weibo.com/6016642208/Fdnapecy0	99
20191202	4131873213384828	107	4444754122787541	66	1.0032	http://weibo.com/2891529877/IiMg4bHal	http://weibo.com/6016642208/Fdnapecy0	100
20191202	4237420176066321	118	4444769571248027	1078	11.8244	http://weibo.com/5863167190/IiMEZ5eFt	http://weibo.com/6074384501/GfHt7ps7T	1
20191202	4237420176066321	119	4444739996620181	256	2.8092	http://weibo.com/6161579814/IiLThrMd7	http://weibo.com/6074384501/GfHt7ps7T	2
20191202	4237420176066321	118	4444640243252441	149	1.6339	http://weibo.com/1614975463/IiJiodE6J	http://weibo.com/6074384501/GfHt7ps7T	3
20191202	4237420176066321	118	4444773102074523	148	1.6223	http://weibo.com/2132689515/IiMKG8HG3	http://weibo.com/6074384501/GfHt7ps7T	4
20191202	4237420176066321	110	4445011724687786	112	1.2272	http://weibo.com/7272076443/IiSXyjFvs	http://weibo.com/6074384501/GfHt7ps7T	5
20191202	4237420176066321	108	4444700196478746	88	0.9604	http://weibo.com/1683013732/IiKR5rbpU	http://weibo.com/6074384501/GfHt7ps7T	6
20191202	4237420176066321	120	4445011724687786	83	0.9107	http://weibo.com/7272076443/IiSXyjFvs	http://weibo.com/6074384501/GfHt7ps7T	7
20191202	4237420176066321	121	4445011724687786	74	0.8091	http://weibo.com/7272076443/IiSXyjFvs	http://weibo.com/6074384501/GfHt7ps7T	8
20191202	4237420176066321	118	4444719020721970	63	0.6901	http://weibo.com/1850686981/IiLls31OG	http://weibo.com/6074384501/GfHt7ps7T	9
20191202	4237420176066321	108	4444837350264411	54	0.5927	http://weibo.com/1236462225/IiOqj16MH	http://weibo.com/6074384501/GfHt7ps7T	10
20191202	4237420176066321	110	4445017000866881	52	0.5711	http://weibo.com/5597175755/IiT643DvX	http://weibo.com/6074384501/GfHt7ps7T	11
20191202	4237420176066321	108	4445011724687786	51	0.5571	http://weibo.com/7272076443/IiSXyjFvs	http://weibo.com/6074384501/GfHt7ps7T	12
20191202	4237420176066321	110	4444831734145543	48	0.5279	http://weibo.com/1748852693/IiOhfhorB	http://weibo.com/6074384501/GfHt7ps7T	13
20191202	4237420176066321	105	4444006031263268	46	0.5058	http://weibo.com/6421958679/IisNt5iDi	http://weibo.com/6074384501/GfHt7ps7T	14
20191202	4237420176066321	121	4444799665261127	41	0.45	http://weibo.com/5341306507/IiNrwm4ET	http://weibo.com/6074384501/GfHt7ps7T	15
20191202	4237420176066321	108	4445114871014099	37	0.4052	http://weibo.com/7272076443/IiVDV4fOr	http://weibo.com/6074384501/GfHt7ps7T	16
20191202	4237420176066321	105	4445011724687786	35	0.3825	http://weibo.com/7272076443/IiSXyjFvs	http://weibo.com/6074384501/GfHt7ps7T	17
20191202	4237420176066321	118	4445011724687786	35	0.3837	http://weibo.com/7272076443/IiSXyjFvs	http://weibo.com/6074384501/GfHt7ps7T	18
20191202	4237420176066321	108	4444078382845982	33	0.3609	http://weibo.com/5717761603/IiuGabWmW	http://weibo.com/6074384501/GfHt7ps7T	19
20191202	4237420176066321	110	4445114871014099	31	0.3406	http://weibo.com/7272076443/IiVDV4fOr	http://weibo.com/6074384501/GfHt7ps7T	20
20191202	4237420176066321	120	4444830715212971	30	0.3284	http://weibo.com/1989660417/IiOfBlS8b	http://weibo.com/6074384501/GfHt7ps7T	21
20191202	4237420176066321	105	4443598810884470	27	0.2959	http://weibo.com/5132595042/IiicF3I5E	http://weibo.com/6074384501/GfHt7ps7T	22
20191202	4237420176066321	110	4444830715212971	27	0.2964	http://weibo.com/1989660417/IiOfBlS8b	http://weibo.com/6074384501/GfHt7ps7T	23
20191202	4237420176066321	108	4444811442366445	27	0.2955	http://weibo.com/7098589754/IiNKw9VCt	http://weibo.com/6074384501/GfHt7ps7T	24
20191202	4237420176066321	105	4444675727379699	26	0.2851	http://weibo.com/6401076598/IiKdCuXNp	http://weibo.com/6074384501/GfHt7ps7T	25
20191202	4237420176066321	125	4445011724687786	24	0.264	http://weibo.com/7272076443/IiSXyjFvs	http://weibo.com/6074384501/GfHt7ps7T	26
20191202	4237420176066321	121	4445114871014099	23	0.253	http://weibo.com/7272076443/IiVDV4fOr	http://weibo.com/6074384501/GfHt7ps7T	27
20191202	4237420176066321	110	4444885760953930	23	0.2526	http://weibo.com/5751949769/IiPGo409Y	http://weibo.com/6074384501/GfHt7ps7T	28
20191202	4237420176066321	119	4445114871014099	23	0.2525	http://weibo.com/7272076443/IiVDV4fOr	http://weibo.com/6074384501/GfHt7ps7T	29
20191202	4237420176066321	118	4444547516273388	23	0.2521	http://weibo.com/2998966864/IiGSPqjZG	http://weibo.com/6074384501/GfHt7ps7T	30
20191202	4237420176066321	108	4444830715212971	23	0.2525	http://weibo.com/1989660417/IiOfBlS8b	http://weibo.com/6074384501/GfHt7ps7T	31
20191202	4237420176066321	108	4444601391392074	23	0.2512	http://weibo.com/7316499569/IiIhJ5Q8O	http://weibo.com/6074384501/GfHt7ps7T	32
20191202	4237420176066321	108	4444734745842948	23	0.2516	http://weibo.com/6499968761/IiLKOow16	http://weibo.com/6074384501/GfHt7ps7T	33
20191202	4237420176066321	108	4444689991830943	23	0.2514	http://weibo.com/5874715391/IiKAD7Gjl	http://weibo.com/6074384501/GfHt7ps7T	34
20191202	4237420176066321	119	4444830715212971	21	0.231	http://weibo.com/1989660417/IiOfBlS8b	http://weibo.com/6074384501/GfHt7ps7T	35
20191202	4237420176066321	121	4444818228854790	20	0.2193	http://weibo.com/1972694705/IiNVsB9xc	http://weibo.com/6074384501/GfHt7ps7T	36
20191202	4237420176066321	120	4444973757789181	20	0.2194	http://weibo.com/1900552512/IiRYjwGjX	http://weibo.com/6074384501/GfHt7ps7T	37
20191202	4237420176066321	108	4444661861420356	20	0.2132	http://weibo.com/6283941987/IiJRg5XuY	http://weibo.com/6074384501/GfHt7ps7T	38
20191202	4237420176066321	110	4444772896697972	19	0.2089	http://weibo.com/1955563285/IiMKls6rO	http://weibo.com/6074384501/GfHt7ps7T	39
20191202	4237420176066321	108	4443993162957198	19	0.2089	http://weibo.com/1885688010/IissIcpiK	http://weibo.com/6074384501/GfHt7ps7T	40
20191202	4237420176066321	110	4444693628987311	19	0.2086	http://weibo.com/5575762010/IiKGuBI0D	http://weibo.com/6074384501/GfHt7ps7T	41
20191202	4237420176066321	120	4445017000866881	19	0.2086	http://weibo.com/5597175755/IiT643DvX	http://weibo.com/6074384501/GfHt7ps7T	42
20191202	4237420176066321	125	4444830715212971	18	0.1953	http://weibo.com/1989660417/IiOfBlS8b	http://weibo.com/6074384501/GfHt7ps7T	43
20191202	4237420176066321	125	4445171154886498	18	0.1976	http://weibo.com/2970452952/IiX6Hkvcu	http://weibo.com/6074384501/GfHt7ps7T	44
20191202	4237420176066321	120	4445114871014099	18	0.198	http://weibo.com/7272076443/IiVDV4fOr	http://weibo.com/6074384501/GfHt7ps7T	45
20191202	4237420176066321	121	4445013658561070	18	0.1965	http://weibo.com/5231132136/IiT0FzV7M	http://weibo.com/6074384501/GfHt7ps7T	46
20191202	4237420176066321	110	4444746649268481	17	0.1864	http://weibo.com/1644114654/IiM40CT9D	http://weibo.com/6074384501/GfHt7ps7T	47
20191202	4237420176066321	110	4444827158134926	17	0.187	http://weibo.com/6503292740/IiO9Ry8gu	http://weibo.com/6074384501/GfHt7ps7T	48
20191202	4237420176066321	121	4444830715212971	17	0.1866	http://weibo.com/1989660417/IiOfBlS8b	http://weibo.com/6074384501/GfHt7ps7T	49
20191202	4237420176066321	108	4444642889903622	17	0.1868	http://weibo.com/5528103600/IiJmEFynQ	http://weibo.com/6074384501/GfHt7ps7T	50
20191202	4237420176066321	110	4444793889302860	17	0.1859	http://weibo.com/2889942201/IiNicD268	http://weibo.com/6074384501/GfHt7ps7T	51
20191202	4237420176066321	108	4444976333673843	16	0.1756	http://weibo.com/5019884474/IiS2tfpJx	http://weibo.com/6074384501/GfHt7ps7T	52
20191202	4237420176066321	108	4443327623337333	15	0.1639	http://weibo.com/5537819850/Iib9ge0bX	http://weibo.com/6074384501/GfHt7ps7T	53
20191202	4237420176066321	108	4444839975938930	15	0.165	http://weibo.com/3069348215/IiOuxoUZc	http://weibo.com/6074384501/GfHt7ps7T	54
20191202	4237420176066321	108	4445013658561070	15	0.1638	http://weibo.com/5231132136/IiT0FzV7M	http://weibo.com/6074384501/GfHt7ps7T	55
20191202	4237420176066321	108	4445171154886498	15	0.1638	http://weibo.com/2970452952/IiX6Hkvcu	http://weibo.com/6074384501/GfHt7ps7T	56
20191202	4237420176066321	121	4445104103825002	14	0.1529	http://weibo.com/1927564525/IiVmyg33A	http://weibo.com/6074384501/GfHt7ps7T	57
20191202	4237420176066321	121	4444885760953930	14	0.154	http://weibo.com/5751949769/IiPGo409Y	http://weibo.com/6074384501/GfHt7ps7T	58
20191202	4237420176066321	108	4444885760953930	14	0.1537	http://weibo.com/5751949769/IiPGo409Y	http://weibo.com/6074384501/GfHt7ps7T	59
20191202	4237420176066321	120	4444885760953930	14	0.1539	http://weibo.com/5751949769/IiPGo409Y	http://weibo.com/6074384501/GfHt7ps7T	60
20191202	4237420176066321	121	4444947346735417	14	0.154	http://weibo.com/1649173367/IiRhIsgbL	http://weibo.com/6074384501/GfHt7ps7T	61
20191202	4237420176066321	110	4445083472139923	14	0.1533	http://weibo.com/1922407515/IiUPh8YGT	http://weibo.com/6074384501/GfHt7ps7T	62
20191202	4237420176066321	108	4445151919835399	14	0.1538	http://weibo.com/2858270197/IiWBFFgDt	http://weibo.com/6074384501/GfHt7ps7T	63
20191202	4237420176066321	118	4444624200044838	14	0.154	http://weibo.com/5864631680/IiISw0bFc	http://weibo.com/6074384501/GfHt7ps7T	64
20191202	4237420176066321	121	4444973757789181	14	0.1538	http://weibo.com/1900552512/IiRYjwGjX	http://weibo.com/6074384501/GfHt7ps7T	65
20191202	4237420176066321	110	4444973757789181	14	0.154	http://weibo.com/1900552512/IiRYjwGjX	http://weibo.com/6074384501/GfHt7ps7T	66
20191202	4237420176066321	108	4444793889302860	14	0.153	http://weibo.com/2889942201/IiNicD268	http://weibo.com/6074384501/GfHt7ps7T	67
20191202	4237420176066321	110	4445091085132703	14	0.1539	http://weibo.com/5044281310/IiV1ylxfx	http://weibo.com/6074384501/GfHt7ps7T	68
20191202	4237420176066321	108	4444973757789181	14	0.154	http://weibo.com/1900552512/IiRYjwGjX	http://weibo.com/6074384501/GfHt7ps7T	69
20191202	4237420176066321	110	4444833513240538	14	0.154	http://weibo.com/2435939794/IiOk7dB0K	http://weibo.com/6074384501/GfHt7ps7T	70
20191202	4237420176066321	120	4444793889302860	13	0.1421	http://weibo.com/2889942201/IiNicD268	http://weibo.com/6074384501/GfHt7ps7T	71
20191202	4237420176066321	105	4444830715212971	13	0.143	http://weibo.com/1989660417/IiOfBlS8b	http://weibo.com/6074384501/GfHt7ps7T	72
20191202	4237420176066321	108	4445091085132703	13	0.1424	http://weibo.com/5044281310/IiV1ylxfx	http://weibo.com/6074384501/GfHt7ps7T	73
20191202	4237420176066321	118	4444830715212971	13	0.143	http://weibo.com/1989660417/IiOfBlS8b	http://weibo.com/6074384501/GfHt7ps7T	74
20191202	4237420176066321	110	4444971409005064	13	0.1422	http://weibo.com/2929571482/IiRUwBMCY	http://weibo.com/6074384501/GfHt7ps7T	75
20191202	4237420176066321	110	4444830132564072	13	0.143	http://weibo.com/5873670939/IiOeFaL20	http://weibo.com/6074384501/GfHt7ps7T	76
20191202	4237420176066321	105	4444834909626961	13	0.1428	http://weibo.com/3226899882/IiOmmEopz	http://weibo.com/6074384501/GfHt7ps7T	77
20191202	4237420176066321	121	4444802063655827	13	0.1425	http://weibo.com/6443354679/IiNvofl2X	http://weibo.com/6074384501/GfHt7ps7T	78
20191202	4237420176066321	110	4445129290891951	12	0.132	http://weibo.com/5680841181/IiW1b3K2j	http://weibo.com/6074384501/GfHt7ps7T	79
20191202	4237420176066321	110	4445171154886498	12	0.1301	http://weibo.com/2970452952/IiX6Hkvcu	http://weibo.com/6074384501/GfHt7ps7T	80
20191202	4237420176066321	108	4444766181462908	12	0.1315	http://weibo.com/6593871464/IiMzw68zi	http://weibo.com/6074384501/GfHt7ps7T	81
20191202	4237420176066321	120	4444772896697972	12	0.1319	http://weibo.com/1955563285/IiMKls6rO	http://weibo.com/6074384501/GfHt7ps7T	82
20191202	4237420176066321	110	4444315272716267	12	0.1316	http://weibo.com/6301725233/IiAQfboCL	http://weibo.com/6074384501/GfHt7ps7T	83
20191202	4237420176066321	105	4444616117615443	12	0.1307	http://weibo.com/1221684892/IiIFtvX7J	http://weibo.com/6074384501/GfHt7ps7T	84
20191202	4237420176066321	110	4443981292950149	12	0.132	http://weibo.com/1288369910/Iis9zcnt3	http://weibo.com/6074384501/GfHt7ps7T	85
20191202	4237420176066321	108	4444687974310889	12	0.132	http://weibo.com/6229100852/IiKxni5st	http://weibo.com/6074384501/GfHt7ps7T	86
20191202	4237420176066321	110	4445014442132274	12	0.132	http://weibo.com/1739648205/IiT1W8WHw	http://weibo.com/6074384501/GfHt7ps7T	87
